person_id,人名,显示名,字或号,正式称号,建议文件名
luwan,陆完,,,兵部尚书,portrait_luwan.png
luxi,卢熙,,,御史,portrait_luxi.png
luyu,卢瑀,,,广平知府,portrait_luyu.png
luzhen,陆震,,,浙江承宣布政使,portrait_luzhen.png
luzhenfei,路振飞,,见白,总督,portrait_luzhenfei.png
luzhongheng,陆仲亨,,,吉安侯,portrait_luzhongheng.png
luzhongli,逯中立,,,兵科右给事中,portrait_luzhongli.png
lvben,吕本,,汝立,礼部尚书,portrait_lvben.png
lvchong,吕翀,,,江西承宣布政使,portrait_lvchong.png
lvfu,吕复,,,临海的教谕,portrait_lvfu.png
lvgao,吕高,,,本司员外郎,portrait_lvgao.png
lvjing,吕经,,,辽东巡抚,portrait_lvjing.png
lvkun,吕坤,,,刑部侍郎,portrait_lvkun.png
lvnan,吕柟,,,南京太常寺少卿,portrait_lvnan.png
lvsheng,吕升,,,大理寺少卿,portrait_lvsheng.png
lvweiqi,吕维祺,,,总督,portrait_lvweiqi.png
lvxian,吕献,,,同进士,portrait_lvxian.png
lvyuan,吕原,,逢原,文懿,portrait_lvyuan.png
lvzhen,吕震,,,户部主事,portrait_lvzhen.png
machengming,马成名,,,嘉善县知县,portrait_machengming.png
macongpin,马从聘,,,延绥巡抚,portrait_macongpin.png
macongqian,马从谦,,,光禄寺少卿,portrait_macongqian.png
mafang,马芳,,,游击将军,portrait_mafang.png
magong,马公,,,徐王,portrait_magong.png
magui,麻贵,,,大同总兵官,portrait_magui.png
mahao,马昊,,,陕西都指挥使,portrait_mahao.png
mahuanghou,马皇后,,,皇后,portrait_mahuanghou.png
majin,马谨,,,巡抚,portrait_majin.png
majinglun,马经纶,,,监察御史,portrait_majinglun.png
makongying,马孔英,,,都督,portrait_makongying.png
mali,马理,,,教授,portrait_mali.png
malu,马录,,,监察御史,portrait_malu.png
mamengzhen,马孟祯,,,监察御史,portrait_mamengzhen.png
manchaojian,满朝荐,,,大学士,portrait_manchaojian.png
mangui,满桂,,,辽东总兵官,portrait_mangui.png
maobowen,毛伯温,,汝厉,宁夏巡抚,portrait_maobowen.png
maocheng,毛澄,,宪清,礼部尚书,portrait_maocheng.png
maocheng-2,茅成,,,东海郡公,portrait_maocheng_2.png
maodafang,茅大芳,,,副都御史,portrait_maodafang.png
maohong,毛弘,,,同进士,portrait_maohong.png
maoji,毛纪,,维之,礼部尚书,portrait_maoji.png
maoji-2,毛吉,,,同进士,portrait_maoji_2.png
maokun,茅坤,,顺甫,大名兵备副使,portrait_maokun.png
maosheng,毛胜,,,北平承宣布政使,portrait_maosheng.png
maoshilong,毛士龙,,,尚书,portrait_maoshilong.png
maosiyi,毛思义,,,应天巡抚,portrait_maosiyi.png
maowenlong,毛文龙,,,平辽总兵官,portrait_maowenlong.png
maoyu,毛玉,,,士,portrait_maoyu.png
maoyujian,毛羽健,,,四川万县知县,portrait_maoyujian.png
maozheng,冒政,,,副都御史,portrait_maozheng.png
maozhong,毛忠,,,陕西行都指挥使,portrait_maozhong.png
maruji,马汝骥,,,陵川知县,portrait_maruji.png
marujiao,马如蛟,,,监察御史,portrait_marujiao.png
mashilong,马世龙,,,游击,portrait_mashilong.png
mashiqi,马世奇,,君常,左春坊左庶子,portrait_mashiqi.png
mashiying,马士英,,,兵部尚书,portrait_mashiying.png
mawensheng,马文升,,负图,吏部尚书,portrait_mawensheng.png
maxi,麻僖,,,同进士,portrait_maxi.png
maxuan,马宣,,,北京都指挥使,portrait_maxuan.png
mayong,马永,,,都督,portrait_mayong.png
mayu,马愉,,性和,内阁,portrait_mayu.png
mazhongxi,马中锡,,天禄,大同巡抚,portrait_mazhongxi.png
maziqiang,马自强,,,礼部尚书,portrait_maziqiang.png
meisizu,梅思祖,,,汝南侯,portrait_meisizu.png
meiyin,梅殷,,伯殷,荣国公,portrait_meiyin.png
meizhihuan,梅之焕,,,巡抚,portrait_meizhihuan.png
menda,门达,,,千户,portrait_menda.png
menghuali,孟化鲤,,,补户部主事,portrait_menghuali.png
mengshan,孟善,,,忠勇,portrait_mengshan.png
mengyanghao,孟养浩,,,给事中,portrait_mengyanghao.png
mengyimai,孟一脉,,,南赣巡抚,portrait_mengyimai.png
mengzhaoxiang,孟兆祥,,允吉,刑部右侍郎,portrait_mengzhaoxiang.png
menkexin,门克新,,,礼部尚书,portrait_menkexin.png
miaozhong,苗衷,,秉彝,兵部尚书兼翰林院学士,portrait_miaozhong.png
mingui,闵珪,,朝瑛(亦有作“朝英”“朝琰”),庄懿,portrait_mingui.png
miwanzhong,米万锺,,,书画家,portrait_miwanzhong.png
moruzhong,莫如忠,,,浙江右布政使,portrait_moruzhong.png
mouchangqi,缪昌期,,当时、又元,翰林院检讨,portrait_mouchangqi.png
mouchu,缪樗,,,监察御史,portrait_mouchu.png
moudaheng,缪大亨,,,缪将军,portrait_moudaheng.png
moufeng,牟俸,,,监察御史,portrait_moufeng.png
moyu,莫愚,,,巡抚,portrait_moyu.png
mubin,沐斌,,,黔国公,portrait_mubin.png
mucun,沐春,,,西平侯,portrait_mucun.png
musheng,沐晟,,,西平侯,portrait_musheng.png
muxiang,牧相,,,奉命与都御史,portrait_muxiang.png
muying,沐英,,,西平侯,portrait_muying.png
nanjuyi,南居益,,,广平府知府,portrait_nanjuyi.png
nankanggongzhu,南康公主,,,南康公主,portrait_nankanggongzhu.png
nianfu,年富,,大有,户部尚书,portrait_nianfu.png
niebao,聂豹,,,大学士,portrait_niebao.png
niedanian,聂大年,,,县儒学教谕,portrait_niedanian.png
niexian,聂贤,,,刑部尚书,portrait_niexian.png
niexuan,聂铉,,,士,portrait_niexuan.png
nijing,倪敬,,,诏令都御史,portrait_nijing.png
nimengxian,倪孟贤,,,知县,portrait_nimengxian.png
ningguogongzhu,宁国公主,,,宁国公主,portrait_ningguogongzhu.png
ningzheng,宁正,,正卿,平羌将军,portrait_ningzheng.png
niujingxian,牛景先,,,监察御史,portrait_niujingxian.png
niuliang,牛谅,,,礼部尚书,portrait_niuliang.png
niwenhuan,倪文焕,,贲白,太常寺卿,portrait_niwenhuan.png
niyuanlu,倪元璐,,汝玉，玉汝,户部尚书兼翰林院学士,portrait_niyuanlu.png
niyue,倪岳,,舜咨,登进士,portrait_niyue.png
oupan,欧磐,,,欧磐袭世职指挥使,portrait_oupan.png
ouyangdan,欧阳旦,,,监察御史,portrait_ouyangdan.png
ouyangde,欧阳德,,,礼部尚书,portrait_ouyangde.png
ouyangdongfeng,欧阳东凤,,,兴化知县,portrait_ouyangdongfeng.png
ouyangduo,欧阳铎,,,行人司行人,portrait_ouyangduo.png
ouyangyijing,欧阳一敬,,,四十四年六月劾罢礼部尚书,portrait_ouyangyijing.png
ouyangzhong,欧阳重,,,江西承宣布政使,portrait_ouyangzhong.png
panfan,潘蕃,,廷芳,南京刑部尚书,portrait_panfan.png
panfu,潘府,,,太常寺少卿,portrait_panfu.png
pangpan,庞泮,,,士,portrait_pangpan.png
pangshangpeng,庞尚鹏,,,福建巡抚,portrait_pangshangpeng.png
panjixun,潘季驯,,初字子良，又字惟良，后改字时良,刑部尚书,portrait_panjixun.png
panrong,潘荣,,,福建承宣布政使,portrait_panrong.png
panshiwen,潘士闻,,君宝,嘉定知县,portrait_panshiwen.png
panshizao,潘士藻,,,尚宝司少卿,portrait_panshizao.png
pantang,潘镗,,,监察御史,portrait_pantang.png
pantingjian,潘庭坚,,,帅府教授,portrait_pantingjian.png
panyin,潘禋,,,浙江承宣布政使,portrait_panyin.png
panzhen,潘珍,,,巡抚,portrait_panzhen.png
panzongyan,潘宗颜,,士瓒,节愍,portrait_panzongyan.png
peishaozong,裴绍宗,,,海门知县,portrait_peishaozong.png
pengcheng,彭程,,,尚书,portrait_pengcheng.png
penggang,彭纲,,,汝州知州,portrait_penggang.png
penglun,彭伦,,,都督,portrait_penglun.png
pengqing,彭清,,,都督,portrait_pengqing.png
pengshao,彭韶,,凤仪,刑部尚书,portrait_pengshao.png
pengshi,彭时,,字纯道(又字宏道),江西承宣布政使,portrait_pengshi.png
pengxu,彭勖,,,监察御史,portrait_pengxu.png
pengyi,彭谊,,,下绍兴府知府,portrait_pengyi.png
pengzungu,彭遵古,,,会南畿督学御史房寰连疏参奏都御史,portrait_pengzungu.png
puhong,浦𬭎,,,山东承宣布政使,portrait_puhong.png
puying,濮英,,,金山侯,portrait_puying.png
qianchun,钱𬭚,,,江阴知县,portrait_qianchun.png
qiandehong,钱德洪,,,陕西司员外郎,portrait_qiandehong.png
qiangzhen,强珍,,,辽东巡抚,portrait_qiangzhen.png
qianlongxi,钱龙锡,,,礼部尚书,portrait_qianlongxi.png
qianning,钱宁,,,幼时寄鬻太监,portrait_qianning.png
qianshisheng,钱士升,,抑之,礼部尚书兼东阁大学士,portrait_qianshisheng.png
qiansule,钱肃乐,,希声,吏部尚书,portrait_qiansule.png
qiantang,钱唐,,,刑部尚书,portrait_qiantang.png
qianwei,钱薇,,,外戚,portrait_qianwei.png
qianxiangkun,钱象坤,,,同进士,portrait_qianxiangkun.png
qianxili,钱习礼,,,翰林院检讨,portrait_qianxili.png
qianyiben,钱一本,,,庐陵知县,portrait_qianyiben.png
qianzai,钱宰,,,兵部尚书唐铎推荐钱宰及致仕编修,portrait_qianzai.png
qiaobixing,乔璧星,,,四川巡抚,portrait_qiaobixing.png
qiaoruowen,乔若雯,,,御史,portrait_qiaoruowen.png
qiaoyingjia,乔应甲,,汝俊,南京都察院都御史,portrait_qiaoyingjia.png
qiaoyu,乔宇,,,吏部尚书,portrait_qiaoyu.png
qiaoyunsheng,乔允升,,,万历进士,portrait_qiaoyunsheng.png
qibiaojia,祁彪佳,,虎子，幼文，宏吉,巡抚应天等处都察院右佥都御史,portrait_qibiaojia.png
qinao,秦鳌,,,屡迁九江府通判,portrait_qinao.png
qinconglong,秦从龙,,,江南行台侍御史,portrait_qinconglong.png
qingwensheng,青文胜,,,龙阳典史,portrait_qingwensheng.png
qingyanggongzhu,庆阳公主,,,庆阳公主,portrait_qingyanggongzhu.png
qinhong,秦纮,,世缨,户部尚书,portrait_qinhong.png
qinjin,秦金,,,工部尚书,portrait_qinjin.png
qinpeng,琴彭,,,乂安府知府,portrait_qinpeng.png
qishijiao,亓诗教,,可言,都察院右佥都御史,portrait_qishijiao.png
qitai,齐泰,,尚礼,节愍、忠敬,portrait_qitai.png
qiufu,丘福,,,淇国公,portrait_qiufu.png
qiushun,丘橓,,,士,portrait_qiushun.png
qiuyu,邱瑜,,,同进士,portrait_qiuyu.png
qiuzude,丘祖德,,,山东巡抚,portrait_qiuzude.png
qixian,戚贤,,,同年弹劾郭勋及尚书,portrait_qixian.png
qizhiluan,齐之鸾,,,诗人,portrait_qizhiluan.png
quanjin,权谨,,,乐安知县,portrait_quanjin.png
qujingchun,瞿景淳,,,卒后赠礼部尚书,portrait_qujingchun.png
qujiusi,瞿九思,,,吏部尚书,portrait_qujiusi.png
quneng,瞿能,,,都指挥使,portrait_quneng.png
qushen,屈伸,,,丁未科进士,portrait_qushen.png
qushisi,瞿式耜,,起田,武英殿大学士兼吏兵二部尚书,portrait_qushisi.png
raoshen,饶伸,,,刑部左侍郎,portrait_raoshen.png
renang,任昂,,,大学士,portrait_renang.png
renhan,任瀚,,,士,portrait_renhan.png
renhegongzhu,仁和公主,,,仁和公主,portrait_renhegongzhu.png
renhuan,任环,,,滑县知县,portrait_renhuan.png
renhui,任惠,,,行人司行人,portrait_renhui.png
renli,任礼,,尚义,河南承宣布政使,portrait_renli.png
renyi,任仪,,,江西吉安府知府,portrait_renyi.png
rongchanggongzhu,荣昌公主,,,荣昌公主,portrait_rongchanggongzhu.png
ruane,阮鹗,,应荐,浙江巡抚,portrait_ruane.png
ruanqin,阮勤,,,交阯承宣布政使,portrait_ruanqin.png
ruanzhidian,阮之钿,,,张献忠接受兵部尚书,portrait_ruanzhidian.png
ruchang,茹瑺,,良玉,吏部尚书,portrait_ruchang.png
ruiangongzhu,瑞安公主,,,瑞安公主,portrait_ruiangongzhu.png
runinggongzhu,汝宁公主,,,汝宁公主,portrait_runinggongzhu.png
rutaisu,茹太素,,,监察御史,portrait_rutaisu.png
ruyanggongzhu,汝阳公主,,,汝阳公主,portrait_ruyanggongzhu.png
sangqiao,桑乔,,,广西道监察御史,portrait_sangqiao.png
sangshijie,桑世杰,,,徽先伯,portrait_sangshijie.png
saqi,萨琦,,,士,portrait_saqi.png
shangchi,尚褫,,,礼部尚书,portrait_shangchi.png
shangdajie,商大节,,,湖广承宣布政使,portrait_shangdajie.png
shangjiong,尚䌹,,,士,portrait_shangjiong.png
shangluo,商辂,,弘载,大学士,portrait_shangluo.png
shanyun,山云,,,忠毅,portrait_shanyun.png
shaobao,邵宝,,,许州知州,portrait_shaobao.png
shaofuzhong,邵辅忠,,,兵部尚书,portrait_shaofuzhong.png
shaojiechun,邵捷春,,肇复,四川巡抚,portrait_shaojiechun.png
shaojingbang,邵经邦,,,浙江承宣布政使,portrait_shaojingbang.png
shenchenquan,沈宸荃,,友孙,东阁大学士兼工部尚书,portrait_shenchenquan.png
shendu,沈度,,,书法家,portrait_shendu.png
shengu,沈固,,,大同巡抚,portrait_shengu.png
shengyihong,盛以弘,,,礼部尚书,portrait_shengyihong.png
shengyin,盛寅,,,医学正,portrait_shengyin.png
shengyingqi,盛应期,,,都察院右副都御史,portrait_shengyingqi.png
shengyong,盛庸,,,平燕将军,portrait_shengyong.png
shengyong-2,盛颙,,,山东巡抚,portrait_shengyong_2.png
shenhan,沈汉,,,恰逢尚书,portrait_shenhan.png
shenjiayin,申佳胤,,孔嘉,太仆寺丞,portrait_shenjiayin.png
shenjin,沈溍,,,士,portrait_shenjin.png
shenjingkai,沈儆炌,,,巡抚,portrait_shenjingkai.png
shenli,沈鲤,,,礼部尚书,portrait_shenli.png
shenliang,申良,,,山西承宣布政使,portrait_shenliang.png
shenliangcai,沈良才,,,郧阳巡抚,portrait_shenliangcai.png
shenmingchen,沈明臣,,,诗人,portrait_shenmingchen.png
shenshixing,申时行,,汝默,内阁首辅,portrait_shenshixing.png
shenshu,沈束,,,浙江承宣布政使,portrait_shenshu.png
shensixiao,沈思孝,,,并纠正两广总督,portrait_shensixiao.png
shentingyang,沈廷扬,,季明,兵部右侍郎兼户部左侍郎,portrait_shentingyang.png
shenxiyi,沈希仪,,唐佐,都督,portrait_shenxiyi.png
shenxun,沈迅,,,新城县知县,portrait_shenxun.png
shenyiguan,沈一贯,,字肩吾，又字不疑、子唯,户部尚书,portrait_shenyiguan.png
shenying,神英,,,泾阳伯,portrait_shenying.png
shenyongmao,申用懋,,敬中,兵部尚书,portrait_shenyongmao.png
shenyoulong,沈犹龙,,云升,总督两广军务兼广东巡抚,portrait_shenyoulong.png
shenyourong,沈有容,,,世荫千户,portrait_shenyourong.png
shenzhou,沈周,,,吴门画派创始人,portrait_shenzhou.png
shian,史安,,,礼部郎中,portrait_shian.png
shibangxian,石邦宪,,,贵州都指挥使,portrait_shibangxian.png
shibangyao,施邦曜,,,漳州知府,portrait_shibangyao.png
shibao,石珤,,邦彦,吏部尚书兼文渊阁大学士,portrait_shibao.png
shichengzu,史诚祖,,,汶上知县,portrait_shichengzu.png
shifenglai,施凤来,,羽皇，一字羽王,内阁首辅,portrait_shifenglai.png
shiheng,石亨,,,忠国公,portrait_shiheng.png
shijiyan,史记言,,,户部主事,portrait_shijiyan.png
shiju,施聚,,,怀柔伯,portrait_shiju.png
shikefa,史可法,,宪之,兵部尚书,portrait_shikefa.png
shikui,师逵,,九达,户部尚书,portrait_shikui.png
shili,施礼,,仲节,淮安府知府,portrait_shili.png
shiliangzuo,史良佐,,,监察御史,portrait_shiliangzuo.png
shipu,石璞,,,兵部尚书,portrait_shipu.png
shisanwei,石三畏,,子知,御史,portrait_shisanwei.png
shitianzhu,石天柱,,,四川承宣布政使,portrait_shitianzhu.png
shiyunchang,石允常,,,历官河南按察使,portrait_shiyunchang.png
shizhao,史昭,,,右都督,portrait_shizhao.png
shouchungongzhu,寿春公主,,,寿春公主,portrait_shouchungongzhu.png
shouninggongzhu,寿宁公主,朱轩媁,,寿宁公主,portrait_shouninggongzhu.png
shufen,舒芬,,,献与南昌府知府,portrait_shufen.png
shuhua,舒化,,,江西承宣布政使,portrait_shuhua.png
shundegongzhu,顺德公主,,,顺德公主,portrait_shundegongzhu.png
simaxun,司马恂,,,浙江承宣布政使,portrait_simaxun.png
songbangfu,宋邦辅,,,四川道监察御史,portrait_songbangfu.png
songcheng,宋晟,,,西宁侯,portrait_songcheng.png
songdao,宋焘,,,巡抚,portrait_songdao.png
songduanyi,宋端仪,,,主客员外郎,portrait_songduanyi.png
songjing,宋景,,,睢州知州,portrait_songjing.png
songke,宋克,,,凤翔府同知,portrait_songke.png
songli,宋礼,,,工部尚书,portrait_songli.png
songlian,宋濂,,景濂,翰林学士,portrait_songlian.png
songmei,宋玫,,,中举人,portrait_songmei.png
songne,宋讷,,仲敏,国子监祭酒,portrait_songne.png
songshixiang,宋师襄,,,天启年间官监察御史,portrait_songshixiang.png
songsiyan,宋思颜,,,设大都督,portrait_songsiyan.png
songxi,宋僖,,,繁昌教谕,portrait_songxi.png
songxun,宋纁,,,吏部尚书,portrait_songxun.png
songyifang,宋以方,,,江西瑞州府知府,portrait_songyifang.png
songyihe,宋一鹤,,,代替方孔炤巡抚,portrait_songyihe.png
songyingxing,宋应星,,长庚,科学技术著述家,portrait_songyingxing.png
songyiwang,宋仪望,,,江西承宣布政使,portrait_songyiwang.png
songzihuan,宋子环,,,梁府右长史,portrait_songzihuan.png
suboheng,苏伯衡,,,学正,portrait_suboheng.png
suguansheng,苏观生,,,拜吏部侍郎兼东阁大学士,portrait_suguansheng.png
suipinggongzhu,遂平公主,,,遂平公主,portrait_suipinggongzhu.png
sunchengen,孙承恩,,贞甫,礼部尚书,portrait_sunchengen.png
sunchengzong,孙承宗,,稚绳,大学士,portrait_sunchengzong.png
sunding,孙鼎,,,董南畿学政,portrait_sunding.png
sunfen,孙蕡,,,诗人,portrait_sunfen.png
sunhong,孙纮,,,监察御史,portrait_sunhong.png
sunhu,孙虎,,,康安郡伯,portrait_sunhu.png
sunhuanghou,孙皇后,,,皇后,portrait_sunhuanghou.png
sunjiaji,孙嘉绩,,辅之,兵部尚书,portrait_sunjiaji.png
sunjiao,孙交,,志同,户部尚书,portrait_sunjiao.png
sunjilu,孙继鲁,,,云南都指挥使,portrait_sunjilu.png
sunjuxiang,孙居相,,,总督,portrait_sunjuxiang.png
sunlong,孙鑨,,文中,吏部尚书,portrait_sunlong.png
sunlu,孙禄,,,山东承宣布政使,portrait_sunlu.png
sunmao,孙懋,,,御史,portrait_sunmao.png
sunpan,孙磐,,,吏部主事,portrait_sunpan.png
sunpiyang,孙丕扬,,,吏部尚书,portrait_sunpiyang.png
sunqing,孙清,,,翰林院编修,portrait_sunqing.png
sunruyou,孙如游,,,大学士,portrait_sunruyou.png
sunshenxing,孙慎行,,,礼部尚书,portrait_sunshenxing.png
sunshimei,孙士美,,,知县,portrait_sunshimei.png
sunwei,孙玮,,,巡抚,portrait_sunwei.png
sunweicheng,孙维城,,,南京湖广道监察御史,portrait_sunweicheng.png
sunxingzu,孙兴祖,,,燕山侯,portrait_sunxingzu.png
sunxu,孙需,,,副都御史,portrait_sunxu.png
sunyan-2,孙岩,,,应城伯,portrait_sunyan_2.png
sunyingkui,孙应奎,,,户部尚书,portrait_sunyingkui.png
sunyuanhua,孙元化,,初阳,登莱巡抚,portrait_sunyuanhua.png
sunyuanzhen,孙原贞,,原贞,兵部尚书,portrait_sunyuanzhen.png
sunzhenji,孙振基,,,黄县知县,portrait_sunzhenji.png
sunzhong,孙忠,,,山东承宣布政使,portrait_sunzhong.png
sunzushou,孙祖寿,,必之,指挥使,portrait_sunzushou.png
suzhang,苏章,,,贬姚安通判,portrait_suzhang.png
tandachu,谭大初,,,同进士,portrait_tandachu.png
tangboyuan,唐伯元,,,万年县知县,portrait_tangboyuan.png
tanghe,汤和,,鼎臣,信国公,portrait_tanghe.png
tangkan,唐侃,,,武定州知州,portrait_tangkan.png
tangkekuan,汤克宽,,,参将总兵,portrait_tangkekuan.png
tanglijing,汤礼敬,,,刑科给事中,portrait_tanglijing.png
tanglong,唐龙,,,兵部尚书,portrait_tanglong.png
tangmu,汤沐,,,崇德县知县,portrait_tangmu.png
tangnai,汤鼐,,,弹劾大学士,portrait_tangnai.png
tangshaoen,汤绍恩,,,宁江伯,portrait_tangshaoen.png
tangshengzong,唐胜宗,,克家,延安侯,portrait_tangshengzong.png
tangshiming,唐时明,,,河南承宣布政使,portrait_tangshiming.png
tangshisheng,唐时升,,,诗人,portrait_tangshisheng.png
tangshu,唐枢,,,刑部主事,portrait_tangshu.png
tangshunzhi,唐顺之,,应德，一字义修,右佥都御史,portrait_tangshunzhi.png
tangsu,唐肃,,,嘉兴儒学学正,portrait_tangsu.png
tangtai,唐泰,,,士,portrait_tangtai.png
tangtong,唐通,,达轩,密云总兵,portrait_tangtong.png
tanguang,谭广,,,永宁伯,portrait_tanguang.png
tangwenxian,唐文献,,,荆州推官,portrait_tangwenxian.png
tangxianzu,汤显祖,,义仍,戏曲家,portrait_tangxianzu.png
tangyin,唐寅,,伯虎,书画家,portrait_tangyin.png
tangzhaojing,汤兆京,,,蓟辽总督,portrait_tangzhaojing.png
tangzong,汤宗,,,苏州知府,portrait_tangzong.png
tanlun,谭纶,,子理,兵部尚书,portrait_tanlun.png
tanyizhao,谭一召,,,东莞县知县,portrait_tanyizhao.png
tanyuan,谭渊,,,崇安侯,portrait_tanyuan.png
tanyuanchun,谭元春,,友夏,文学家,portrait_tanyuanchun.png
taoan,陶安,,,姑孰郡公,portrait_taoan.png
taocheng,陶成,,,尚书,portrait_taocheng.png
taohouzhong,陶垕仲,,,监察御史,portrait_taohouzhong.png
taokai,陶凯,,,永丰教谕,portrait_taokai.png
taowangling,陶望龄,,,文学家,portrait_taowangling.png
taoxie,陶谐,,,同进士,portrait_taoxie.png
taoyan,陶琰,,,山西承宣布政使,portrait_taoyan.png
taozhongwen,陶仲文,,,少师,portrait_taozhongwen.png
taozongyi,陶宗仪,,,举进士,portrait_taozongyi.png
tengding,滕定,,,奉化伯,portrait_tengding.png
tengyi,滕毅,,,吏部尚书,portrait_tengyi.png
tiandayi,田大益,,,钟祥县知县,portrait_tiandayi.png
tianduo,田铎,,,监察御史,portrait_tianduo.png
tianergeng,田尔耕,,,左都督,portrait_tianergeng.png
tianguifei,田贵妃,,,贵妃,portrait_tianguifei.png
tianjingyou,田景猷,,,同进士,portrait_tianjingyou.png
tianrucheng,田汝成,,,士,portrait_tianrucheng.png
tianshizhen,田时震,,,顺天巡抚,portrait_tianshizhen.png
tiexuan,铁铉,,,忠襄,portrait_tiexuan.png
tonghanchen,童汉臣,,,浙江承宣布政使,portrait_tonghanchen.png
tongyuanzhen,童元镇,,,都督,portrait_tongyuanzhen.png
tongzhongkui,童仲揆,,,辽东经略袁应泰命总兵,portrait_tongzhongkui.png
tufei,涂棐,,,江西承宣布政使,portrait_tufei.png
tulong,屠隆,,长卿、纬真,青浦知县,portrait_tulong.png
tuqiao,屠侨,,,左都御史,portrait_tuqiao.png
tuyingjun,屠应埈,,,历员外郎,portrait_tuyingjun.png
tuyong,屠滽,,朝宗,襄惠,portrait_tuyong.png
wanan,万安,,,吏部尚书,portrait_wanan.png
wanchao,万潮,,,巡抚,portrait_wanchao.png
wangao,王翱,,九皋,吏部尚书,portrait_wangao.png
wangao2,王鏊,,济之,户部尚书,portrait_wangao2.png
wangbangrui,王邦瑞,,,河南承宣布政使,portrait_wangbangrui.png
wangbao-2,王保,,,署都督,portrait_wangbao_2.png
wangcheng,王澄,,,广东番禺县知县,portrait_wangcheng.png
wangcheng-2,王偁,,,作家,portrait_wangcheng_2.png
wangchong,王宠,,,书画家,portrait_wangchong.png
wangcong,王聪,,,武城侯,portrait_wangcong.png
wangdaochun,王道纯,,,登二甲第六十六名进士,portrait_wangdaochun.png
wangdaokun,汪道昆,,,提督军务兼巡抚,portrait_wangdaokun.png
wangderen,王得仁,,得仁,汀州府推官,portrait_wangderen.png
wangdewan,王德完,,,左佥都御史,portrait_wangdewan.png
wangdun,王钝,,,户部尚书,portrait_wangdun.png
wangfu,王绂,,,中书舍人,portrait_wangfu.png
wangfu-3,王𫓧,,,常熟县知县,portrait_wangfu_3.png
wanggang,王纲,,,御史,portrait_wanggang.png
wanggao,王杲,,,副总兵,portrait_wanggao.png
wangguan,王观,,,苏州知府,portrait_wangguan.png
wangguangyang,汪广洋,,朝宗,忠勤伯,portrait_wangguangyang.png
wangguifei,王贵妃,,,贵妃,portrait_wangguifei.png
wangguoguang,王国光,,,总督,portrait_wangguoguang.png
wangguoxun,王国训,,,山西承宣布政使,portrait_wangguoxun.png
wanghan,王汉,,,河南巡抚,portrait_wanghan.png
wanghong,王竑,,公度,兵部尚书,portrait_wanghong.png
wanghong2,汪鋐,,宣之,兵部尚书,portrait_wanghong2.png
wanghongru,王鸿儒,,懋学,南京户部尚书,portrait_wanghongru.png
wanghuan,王涣,,,都御史,portrait_wanghuan.png
wanghuazhen,王化贞,,元起,辽东巡抚,portrait_wanghuazhen.png
wanghui,王徽,,,吏部尚书,portrait_wanghui.png
wangji,王畿,,,郎中,portrait_wangji.png
wangji-2,王骥,,,兵部尚书,portrait_wangji_2.png
wangji-3,王纪,,,直隶华亭县知县,portrait_wangji_3.png
wangjiao,王教,,,常州府知府,portrait_wangjiao.png
wangjiaping,王家屏,,忠伯,内阁首辅,portrait_wangjiaping.png
wangjiayan,王家彦,,开美,兵部右侍郎,portrait_wangjiayan.png
wangjin,王卺,,,工部尚书,portrait_wangjin.png
wangjin-2,王琎,,,宁波知府,portrait_wangjin_2.png
wangjing,王璟,,,巡抚,portrait_wangjing.png
wangjingliang,王景亮,,,加太仆少卿,portrait_wangjingliang.png
wangjiusi,王九思,,敬夫,文学家,portrait_wangjiusi.png
wangjiuxue,王就学,,,礼部仪制司员外郎,portrait_wangjiuxue.png
wangjun,汪俊,,,礼部尚书,portrait_wangjun.png
wangkai,王恺,,,江宁县知县,portrait_wangkai.png
wangke,王科,,,南京御史,portrait_wangke.png
wangkekuan,汪克宽,,,中举人,portrait_wangkekuan.png
wangkuang,王爌,,,浙江承宣布政使,portrait_wangkuang.png
wangkui,汪奎,,,御史,portrait_wangkui.png
wanglai,王来,,原之,御史,portrait_wanglai.png
wangliang,王良,,,刑部左侍郎,portrait_wangliang.png
wanglijing,王励精,,,广西通判,portrait_wanglijing.png
wanglin,王遴,,,尚书,portrait_wanglin.png
wanglu,王禄,,,江西承宣布政使,portrait_wanglu.png
wangluan,王銮,,,江西承宣布政使,portrait_wangluan.png
wanglv,王履,,,秦王府医正,portrait_wanglv.png
wangming,王铭,,,都督,portrait_wangming.png
wangnayan,王纳言,,,员外郎,portrait_wangnayan.png
wangong,万恭,,肃卿,巡抚,portrait_wangong.png
wangpu,王朴,,,大同总兵,portrait_wangpu.png
wangqia,王洽,,,巡抚,portrait_wangqia.png
wangqiao,王樵,,,南京右都御史,portrait_wangqiao.png
wangqiaodong,王乔栋,,,巡抚,portrait_wangqiaodong.png
wangqiaonian,汪乔年,,岁星,忠烈,portrait_wangqiaonian.png
wangqiong,王琼,,德华,兵部尚书,portrait_wangqiong.png
wangruizhan,王瑞栴,,,职方员外郎,portrait_wangruizhan.png
wangrujian,王如坚,,,刑科给事中,portrait_wangrujian.png
wangruolin,汪若霖,,,保定知府,portrait_wangruolin.png
wangruxun,王汝训,,,诸王,portrait_wangruxun.png
wangruyu,王汝玉,,,十七岁中浙江乡试举人,portrait_wangruyu.png
wangsanshan,王三善,,,在贵州巡抚,portrait_wangsanshan.png
