person_id,人名,显示名,字或号,正式称号,建议文件名
hezongyan,何宗彦,,,楚府武岗王,portrait_hezongyan.png
hezun,何遵,,,吏部尚书,portrait_hezun.png
hongchengchou,洪承畴,,彦演,蓟辽总督,portrait_hongchengchou.png
hongwenheng,洪文衡,,,户部主事,portrait_hongwenheng.png
hongyuan,洪垣,,,知州,portrait_hongyuan.png
hongzhong,洪钟,,,顺天府乡试第六名举人,portrait_hongzhong.png
houbao,侯保,,,博兴三县知县,portrait_houbao.png
houdongceng,侯峒曾,,豫瞻,给事中,portrait_houdongceng.png
houjin,侯琎,,廷玉,兵部尚书,portrait_houjin.png
houtingxun,侯廷训,,,士,portrait_houtingxun.png
houzhenyang,侯震旸,,,行人,portrait_houzhenyang.png
huacha,华察,,,诗人,portrait_huacha.png
huagao,华高,,,广德侯,portrait_huagao.png
huaiqinggongzhu,怀庆公主,,,怀庆公主,portrait_huaiqinggongzhu.png
huamao,花茂,,,都指挥使,portrait_huamao.png
huangbin,黄彬,,,宜春侯,portrait_huangbin.png
huangbinqing,黄斌卿,,明辅，虎痴,舟山总兵,portrait_huangbinqing.png
huangchunyao,黄淳耀,,,古文家,portrait_huangchunyao.png
huangdaozhou,黄道周,,幼平,礼部尚书,portrait_huangdaozhou.png
huangdegong,黄得功,,,靖国公,portrait_huangdegong.png
huangfengxiang,黄凤翔,,,翰林院编修,portrait_huangfengxiang.png
huangfu,黄福,,如锡,少保兼户部尚书,portrait_huangfu.png
huangfu-2,黄绂,,,巡抚,portrait_huangfu_2.png
huangfuxiao,皇甫涍,,,诗人,portrait_huangfuxiao.png
huanggao,黄镐,,,福建承宣布政使,portrait_huanggao.png
huanggong,黄巩,,,福建承宣布政使,portrait_huanggong.png
huangguan,黄观,,澜伯、尚宾,洪武十七年应天乡试举人,portrait_huangguan.png
huanghong,黄宏,,,应天府乡试举人,portrait_huanghong.png
huanghuai,黄淮,,宗豫,内阁大学士,portrait_huanghuai.png
huanghui,黄辉,,,少詹事兼侍读学士,portrait_huanghui.png
huangjiashan,黄嘉善,,惟尚,宁夏巡抚,portrait_huangjiashan.png
huangjingfang,黄景昉,,太稚（穉）,户部尚书,portrait_huangjingfang.png
huangke,黄珂,,,南京工部尚书,portrait_huangke.png
huangkezuan,黄克缵,,绍夫,山东巡抚,portrait_huangkezuan.png
huangkongzhao,黄孔昭,,,之后进都水员外郎,portrait_huangkongzhao.png
huangkui,黄魁,,,江西承宣布政使,portrait_huangkui.png
huangliji,黄立极,,中五,礼部尚书,portrait_huangliji.png
huanglong,黄龙,,,都督,portrait_huanglong.png
huangrunyu,黄润玉,,,监察御史,portrait_huangrunyu.png
huangshengceng,黄省曾,,,农学家,portrait_huangshengceng.png
huangshijun,黄士俊,,亮坦、象甫,文裕,portrait_huangshijun.png
huangshiqing,黄世清,,,户部主事,portrait_huangshiqing.png
huangwan,黄绾,,宗贤,礼部尚书兼翰林院学士,portrait_huangwan.png
huangxuan,黄玄,,玄之,泉州训导,portrait_huangxuan.png
huangyanqing,黄彦清,,,并追崇刘皇后,portrait_huangyanqing.png
huangyue,黄钺,,,士,portrait_huangyue.png
huangze,黄泽,,,联捷进士,portrait_huangze.png
huangzhaodao,黄昭道,,,知县,portrait_huangzhaodao.png
huangzhi,黄直,,,江西承宣布政使,portrait_huangzhi.png
huangzhongzhao,黄仲昭,,,士,portrait_huangzhongzhao.png
huangzicheng,黄子澄,,子澄,太常寺卿,portrait_huangzicheng.png
huangzongchang,黄宗昌,,,知县,portrait_huangzongchang.png
huangzongming,黄宗明,,,浙江承宣布政使,portrait_huangzongming.png
huangzongxi,黄宗羲,,太冲,思想家,portrait_huangzongxi.png
huangzongzai,黄宗载,,原夫,南京吏部尚书,portrait_huangzongzai.png
huangzunsu,黄尊素,,真长,御史,portrait_huangzunsu.png
huangzuo,黄佐,,,士,portrait_huangzuo.png
huayu,华钰,,,壬戌用都御史,portrait_huayu.png
huayun,花云,,,这个黑将军,portrait_huayun.png
huayuncheng,华允诚,,汝立,工部员外,portrait_huayuncheng.png
huayunlong,华云龙,,,淮安侯,portrait_huayunlong.png
hudahai,胡大海,,,越国公,portrait_hudahai.png
hufu,胡富,,永年,南京户部尚书,portrait_hufu.png
hugongchen,胡拱辰,,,总督,portrait_hugongchen.png
huguan,胡爟,,,户部主事,portrait_huguan.png
huguang,胡广,,,内阁首辅,portrait_huguang.png
huhai,胡海,,,功臣,portrait_huhai.png
hujuren,胡居仁,,,入白鹿洞书院主事,portrait_hujuren.png
hukejian,胡克俭,,,河南承宣布政使,portrait_hukejian.png
humei,胡美,,,豫章侯,portrait_humei.png
humengtai,胡梦泰,,,浙江奉化县知县,portrait_humengtai.png
huobin,火斌,,,武举人,portrait_huobin.png
huoen,霍恩,,,河南上蔡县知县,portrait_huoen.png
huotao,霍韬,,渭先,礼部尚书,portrait_huotao.png
huoweihua,霍维华,,应庚、钟西,至兵部尚书,portrait_huoweihua.png
huoxuan,霍瑄,,,大同通判,portrait_huoxuan.png
huozhen,火真,,,同安侯,portrait_huozhen.png
hupingbiao,胡平表,,,重庆府推官,portrait_hupingbiao.png
huqiong,胡琼,,,慈溪县知县,portrait_huqiong.png
hurong,胡荣,,,士,portrait_hurong.png
hurulin,胡汝霖,,,甘肃巡抚,portrait_hurulin.png
hurun,胡闰,,,大理寺少卿,portrait_hurun.png
hushen,胡深,,,缙云郡伯,portrait_hushen.png
hushi,胡侍,,,兵部尚书,portrait_hushi.png
hushining,胡世宁,,永清,嘉靖初累官兵部尚书,portrait_hushining.png
husong,胡松,,,吏部尚书,portrait_husong.png
huwenbi,胡文璧,,,凤阳府知府,portrait_huwenbi.png
huweyong,胡惟庸,,,左丞相,portrait_huweyong.png
huxian,胡献,,,监察御史,portrait_huxian.png
huxiao,胡涍,,,永丰县知县,portrait_huxiao.png
huyan,胡俨,,若思,副都御史,portrait_huyan.png
huying,胡濙,,源洁,礼部尚书,portrait_huying.png
huyinglin,胡应麟,,,文献学家,portrait_huyinglin.png
huzizhao,胡子昭,,,检讨,portrait_huzizhao.png
huzongxian,胡宗宪,,字汝钦，一字汝贞,襄懋,portrait_huzongxian.png
huzuanzong,胡缵宗,,,副都御史,portrait_huzuanzong.png
jiajichun,贾继春,,,监察御史,portrait_jiajichun.png
jiajun,贾俊,,,工部尚书,portrait_jiajun.png
jialiang,贾谅,,,右副都御史,portrait_jialiang.png
jiangang,姜昂,,,御史,portrait_jiangang.png
jiangbingqian,江秉谦,,,监察御史,portrait_jiangbingqian.png
jiangcai,姜埰,,如农；卿墅,礼科给事中,portrait_jiangcai.png
jiangcong,蒋琮,,,尚书,portrait_jiangcong.png
jiangdejing,蒋德璟,,,士,portrait_jiangdejing.png
jiangdongzhi,江东之,,,巡抚,portrait_jiangdongzhi.png
jiangduo,江铎,,,偏沅巡抚,portrait_jiangduo.png
jianggui,蒋贵,,大富,武勇,portrait_jianggui.png
jianghan,姜汉,,,参将,portrait_jianghan.png
jianghong,姜洪,,,士,portrait_jianghong.png
jianghuan,蒋瓛,,,锦衣卫指挥,portrait_jianghuan.png
jianglong,姜龙,,,士,portrait_jianglong.png
jiangmian,蒋冕,,敬之,内阁首辅,portrait_jiangmian.png
jiangqin,蒋钦,,,监察御史,portrait_jiangqin.png
jiangshichang,姜士昌,,,员外郎,portrait_jiangshichang.png
jiangwan,姜绾,,,给事中,portrait_jiangwan.png
jiangxiang,姜瓖,,,镇朔将军,portrait_jiangxiang.png
jiangxin,蒋信,,,忠勇伯,portrait_jiangxin.png
jiangyao,蒋瑶,,,工部尚书,portrait_jiangyao.png
jiangyida,江以达,,,诗人,portrait_jiangyida.png
jiangyinglin,姜应麟,,,士,portrait_jiangyinglin.png
jiangyuan,江渊,,世用,编修,portrait_jiangyuan.png
jiangyueguang,姜曰广,,,士,portrait_jiangyueguang.png
jiangyunyi,蒋允仪,,,御史,portrait_jiangyunyi.png
jiangzhili,姜志礼,,,尚宝少卿,portrait_jiangzhili.png
jianyi,蹇义,,宜之,吏部尚书,portrait_jianyi.png
jiaofang,焦芳,,,华盖殿大学士,portrait_jiaofang.png
jiaohong,焦竑,,弱侯,藏书家,portrait_jiaohong.png
jiaoli,焦礼,,,辽东都指挥使,portrait_jiaoli.png
jiaoyuanpu,焦源溥,,,浚县知县,portrait_jiaoyuanpu.png
jiaquan,贾铨,,,大理府知府,portrait_jiaquan.png
jiasanjin,贾三近,,,文学家,portrait_jiasanjin.png
jiashangongzhu,嘉善公主,,,嘉善公主,portrait_jiashangongzhu.png
jiaxianggongzhu,嘉祥公主,,,嘉祥公主,portrait_jiaxianggongzhu.png
jiaxinggongzhu,嘉兴公主,,,嘉兴公主,portrait_jiaxinggongzhu.png
jiayingchun,贾应春,,,刑部尚书,portrait_jiayingchun.png
jiexin,解缙,,大绅,翰林学士,portrait_jiexin.png
jiexuelong,解学龙,,,巡抚,portrait_jiexuelong.png
jieyiguan,解一贯,,,吏科都给事中,portrait_jieyiguan.png
jiezhongxi,揭重熙,,,江西巡抚,portrait_jiezhongxi.png
jikongjia,吉孔嘉,,,陕西承宣布政使,portrait_jikongjia.png
jinchaoxing,金朝兴,,,沂国公,portrait_jinchaoxing.png
jinchun,金纯,,,礼部尚书,portrait_jinchun.png
jingqing,景清,,,御史,portrait_jingqing.png
jinguangchen,金光辰,,,左佥都御史,portrait_jinguangchen.png
jinlian,金濂,,宗瀚,沭阳伯,portrait_jinlian.png
jinshi,金实,,,卫府左长史,portrait_jinshi.png
jinxianmin,金献民,,,兵部尚书,portrait_jinxianmin.png
jinxingwang,金兴旺,,,指挥使,portrait_jinxingwang.png
jinxuan,金铉,,,广州府推官,portrait_jinxuan.png
jinxueyan,靳学颜,,,河南南阳府推官,portrait_jinxueyan.png
jinyouzi,金幼孜,,幼孜,庆府郡王,portrait_jinyouzi.png
jinyudong,金毓峒,,,户部尚书,portrait_jinyudong.png
jinzhong,金忠,,,之后拜右长史,portrait_jinzhong.png
jishufei,纪淑妃,,,淑妃,portrait_jishufei.png
jisizhibian,己巳之变,,,蓟州镇巡抚,portrait_jisizhibian.png
jiti,冀体,,,山东滋阳县知县,portrait_jiti.png
jiwenyin,姬文胤,,,滕县知县,portrait_jiwenyin.png
jiyuanheng,冀元亨,,,正德十一年丙子科举人,portrait_jiyuanheng.png
kaiji,开济,,,此事被御史,portrait_kaiji.png
kanghai,康海,,德涵,文学家,portrait_kanghai.png
kangmaocai,康茂才,,寿卿,蕲国公,portrait_kangmaocai.png
kangyongshao,康永韶,,,弹劾尚书,portrait_kangyongshao.png
keqian,柯潜,,,尚宝少卿,portrait_keqian.png
keshi,客氏,,,奉圣夫人,portrait_keshi.png
keweiqi,柯维骐,,,登进士,portrait_keweiqi.png
konggongxun,孔公恂,,,衍圣公,portrait_konggongxun.png
kongkeren,孔克仁,,,江州知州,portrait_kongkeren.png
kongxixue,孔希学,,,衍圣公,portrait_kongxixue.png
kongyong,孔镛,,,江西都昌县知县,portrait_kongyong.png
kongyouliang,孔友谅,,,双流县知县,portrait_kongyouliang.png
kongzhenyun,孔贞运,,,翰林院编修,portrait_kongzhenyun.png
koutianxu,寇天叙,,,并与兵部尚书,portrait_koutianxu.png
kuangye,邝埜,,孟质,兵部尚书,portrait_kuangye.png
kuangzhong,况钟,,,还与应天巡抚,portrait_kuangzhong.png
laipin,来聘,,,御史,portrait_laipin.png
laisixing,来斯行,,道之,浙江承宣布政使,portrait_laisixing.png
laizhide,来知德,,,壬子科举人,portrait_laizhide.png
laizongdao,来宗道,,子由,礼部尚书,portrait_laizongdao.png
lanren,蓝仁,,,武夷书院山长,portrait_lanren.png
lanyu,蓝玉,,,凉国公,portrait_lanyu.png
leangongzhu,乐安公主,朱徽娖,,乐安公主,portrait_leangongzhu.png
leifu,雷复,,,巡抚,portrait_leifu.png
leiyanzuo,雷𬙂祚,,,刑部主事,portrait_leiyanzuo.png
leshaofeng,乐韶凤,,,兵部尚书,portrait_leshaofeng.png
liangang,练纲,,,尚书,portrait_liangang.png
liangcai,梁材,,,户部尚书,portrait_liangcai.png
liangchu,梁储,,藏用、叔厚,镇国公,portrait_liangchu.png
liangjing,梁璟,,,山西承宣布政使,portrait_liangjing.png
liangmenghuan,梁梦环,,永连,太仆寺少卿,portrait_liangmenghuan.png
liangmenglong,梁梦龙,,,吏部尚书,portrait_liangmenglong.png
liangming,梁铭,,,河南承宣布政使,portrait_liangming.png
liangqian,梁潜,,,阳春知县,portrait_liangqian.png
liangtingdong,梁廷栋,,无它,兵部尚书,portrait_liangtingdong.png
lianguoshi,练国事,,君豫,兵部左侍郎加尚书,portrait_lianguoshi.png
liangyin,梁寅,,,宦官,portrait_liangyin.png
liangyouyu,梁有誉,,公实,文学家,portrait_liangyouyu.png
liangzhen,梁震,,,河南承宣布政使,portrait_liangzhen.png
lianzining,练子宁,,,兵部尚书,portrait_lianzining.png
liaoji,廖纪,,,吏部尚书,portrait_liaoji.png
liaorang,聊让,,,知县,portrait_liaorang.png
liaoyongan,廖永安,,彦敬,武闵,portrait_liaoyongan.png
liaoyongzhong,廖永忠,,,德庆侯,portrait_liaoyongzhong.png
liaozhuang,廖庄,,,南京大理寺少卿,portrait_liaozhuang.png
libanghua,李邦华,,孟暗,兵部尚书,portrait_libanghua.png
libiao,李标,,,内阁首辅,portrait_libiao.png
libing,李秉,,执中,吏部尚书,portrait_libing.png
licai,李材,,,江西承宣布政使,portrait_licai.png
lichanggeng,李长庚,,,巡抚,portrait_lichanggeng.png
lichangqi,李昌祺,,,都御史韩雍巡抚,portrait_lichangqi.png
lichengliang,李成梁,,,辽东总兵官,portrait_lichengliang.png
lichengyun,李乘云,,,监察御史,portrait_lichengyun.png
lichongsi,李充嗣,,,应天巡抚,portrait_lichongsi.png
lichun,黎淳,,,南京礼部尚书,portrait_lichun.png
lichunfang,李春芳,,子实,内阁首辅,portrait_lichunfang.png
lichunye,李春烨,,侯质,兵部尚书,portrait_lichunye.png
lida,李达,,,都指挥使,portrait_lida.png
lidai,李戴,,仁夫,吏部尚书,portrait_lidai.png
lidan,李旦,,,甲必丹,portrait_lidan.png
liguan,黎贯,,,巡城御史,portrait_liguan.png
liguang-2,黎光,,,御史,portrait_liguang_2.png
liguanghan,李光翰,,,知府,portrait_liguanghan.png
lihanchen,李翰臣,,,第三甲第八名进士,portrait_lihanchen.png
lihong,李𬭎,,,充参将,portrait_lihong.png
lihuaixin,李怀信,,,左都督,portrait_lihuaixin.png
lihualong,李化龙,,,兵部尚书,portrait_lihualong.png
liji,李骥,,,东安县知县,portrait_liji.png
lijiantai,李建泰,,复余,拜东阁大学士,portrait_lijiantai.png
lijie,李介,,,山东承宣布政使,portrait_lijie.png
lijingbai,李精白,,,山东巡抚,portrait_lijingbai.png
lijinglong,李景隆,,,曹国公,portrait_lijinglong.png
lijizhen,李继贞,,征尹,天津巡抚,portrait_lijizhen.png
likaixian,李开先,,,作家,portrait_likaixian.png
likuilong,李夔龙,,继赓,左副都御史,portrait_likuilong.png
lilian,李濂,,,文学家,portrait_lilian.png
limaogui,李懋桧,,,刑部员外郎,portrait_limaogui.png
limengchen,李梦辰,,,通政使,portrait_limengchen.png
limengyang,李梦阳,,献吉,丘王,portrait_limengyang.png
limin,李敏,,,工部尚书,portrait_limin.png
limo,李默,,,第三甲第四十六名进士,portrait_limo.png
lincai,林材,,,会御史,portrait_lincai.png
lincong,林聪,,,刑部尚书,portrait_lincong.png
line,林鹗,,,浙江承宣布政使,portrait_line.png
linfang,蔺芳,,,吉安府知府,portrait_linfang.png
lingmengchu,凌濛初,,字玄房，一字彼厈,文学家,portrait_lingmengchu.png
lingongfu,林公黼,,,兵部员外郎,portrait_lingongfu.png
lingyiqu,凌义渠,,,大理寺卿,portrait_lingyiqu.png
lingyun,凌云,,,针灸学家,portrait_lingyun.png
lingyunyi,凌云翼,,汝成，延年,巡抚,portrait_lingyunyi.png
linhong,林鸿,,,诗人,portrait_linhong.png
linjin,林锦,,,巡抚,portrait_linjin.png
linjun,林俊,,,福建承宣布政使,portrait_linjun.png
linlanyou,林兰友,,,江西巡抚,portrait_linlanyou.png
linrun,林润,,,弹劾副都御史,portrait_linrun.png
linruzhu,林汝翥,,,御史,portrait_linruzhu.png
linshuo,林硕,,,辛卯乡试举人,portrait_linshuo.png
linyingcong,林应骢,,,户部员外郎,portrait_linyingcong.png
linzhaoding,林兆鼎,,,四川遵义参将,portrait_linzhaoding.png
lipanlong,李攀龙,,于鳞,历员外郎,portrait_lipanlong.png
lipu,李朴,,,府推官,portrait_lipu.png
liqian,李迁,,,巡抚,portrait_liqian.png
liqing,李庆,,,兵部尚书,portrait_liqing.png
liqiyuan,李起元,,惺原,巡抚,portrait_liqiyuan.png
liren,李任,,,浙江承宣布政使,portrait_liren.png
liren-2,李仁,,,吏部尚书,portrait_liren_2.png
lirixuan,李日宣,,,忤大学士,portrait_lirixuan.png
lirubai,李如柏,,,明辽东总兵,portrait_lirubai.png
liruhua,李汝华,,茂夫,河南承宣布政使,portrait_liruhua.png
lirujin,厉汝进,,,户部尚书,portrait_lirujin.png
liruoxing,李若星,,,贵州巡抚,portrait_liruoxing.png
lirusong,李如松,,,辽东总兵官,portrait_lirusong.png
lisancai,李三才,,道甫,谪山东东昌府推官,portrait_lisancai.png
lishanchang,李善长,,百室,韩国公,portrait_lishanchang.png
lishaoxian,李绍贤,,,兵部员外郎,portrait_lishaoxian.png
lishi,李时,,子纯,内阁首辅,portrait_lishi.png
lishida,李世达,,,左都御史,portrait_lishida.png
lishilu,李仕鲁,,耿光,大理寺卿,portrait_lishilu.png
lishimian,李时勉,,,士,portrait_lishimian.png
lishufei,李淑妃,,,淑妃,portrait_lishufei.png
lishuzheng,李叔正,,,礼部尚书,portrait_lishuzheng.png
lisui,李遂,,,南京兵部尚书,portrait_lisui.png
litang,李棠,,,刑部尚书,portrait_litang.png
litengfang,李腾芳,,,礼部右侍郎,portrait_litengfang.png
litingji,李廷机,,,礼部尚书,portrait_litingji.png
liubing,刘丙,,,湖广巡抚,portrait_liubing.png
liucai,刘才,,,广恩伯,portrait_liucai.png
liuce,刘策,,,保定府新城县知县,portrait_liuce.png
liuchongqing,刘重庆,,耳枝,户部右侍郎,portrait_liuchongqing.png
liuchun,刘淳,,,顺八年甲申科第三甲第九十八名进士,portrait_liuchun.png
liuchun-2,刘春,,,南京吏部尚书,portrait_liuchun_2.png
liudaxia,刘大夏,,时雍,太保,portrait_liudaxia.png
liudingzhi,刘定之,,,礼部左侍郎,portrait_liudingzhi.png
liudongxing,刘东星,,,山西承宣布政使,portrait_liudongxing.png
liudongyang,李东阳,,宾之,内阁首辅,portrait_liudongyang.png
liufenyong,刘奋庸,,,礼部员外郎,portrait_liufenyong.png
liugai,刘概,,,湖广都指挥使,portrait_liugai.png
liugang,刘纲,,,知州,portrait_liugang.png
liuguan,刘观,,,举人,portrait_liuguan.png
liuguangxian,刘光先,,,中式举人,portrait_liuguangxian.png
liuguoneng,刘国能,,,民变领袖,portrait_liuguoneng.png
liuhongxun,刘鸿训,,默承,内阁首辅,portrait_liuhongxun.png
liuhui,刘绘,,,河南承宣布政使,portrait_liuhui.png
liuji,刘吉,,,编修,portrait_liuji_2.png
liuji-2,刘济,,,江西承宣布政使,portrait_liuji_3.png
liujian,刘健,,希贤,内阁首辅,portrait_liujian.png
liujichi,刘季篪,,,士,portrait_liujichi.png
liujin,刘瑾,,,司礼监太监,portrait_liujin.png
liujing,刘璟,,仲璟,阁门使,portrait_liujing.png
liujun,刘俊,,,直隶华亭县知县,portrait_liujun.png
liukui,刘魁,,,山东承宣布政使,portrait_liukui.png
liulian,刘琏,,孟藻,江西参政,portrait_liulian.png
liuliangzuo,刘良佐,,明辅,广昌伯,portrait_liuliangzuo.png
liulishun,刘理顺,,复礼,中一甲一名进士,portrait_liulishun.png
liumin,刘敏,,,工部侍郎,portrait_liumin.png
liuning,刘宁,,,左参将,portrait_liuning.png
liupu,刘溥,,,士,portrait_liupu.png
liuqiu,刘球,,,江西承宣布政使,portrait_liuqiu.png
liuren,刘讱,,,刑部尚书,portrait_liuren.png
liurenben,刘仁本,,,元朝进士,portrait_liurenben.png
liurui,刘瑞,,,赠礼部尚书,portrait_liurui.png
liusanwu,刘三吾,,三吾,晋世子,portrait_liusanwu.png
liusheng,柳升,,子渐,征虏副将军,portrait_liusheng.png
liushi,刘实,,,南雄府知府,portrait_liushi.png
liushihuan,刘仕貆,,,广东按察司佥事,portrait_liushihuan.png
liushiyang,刘世扬,,,福建承宣布政使,portrait_liushiyang.png
liushiyuan,刘士元,,,都御史,portrait_liushiyuan.png
liutai,刘台,,,山东御史,portrait_liutai.png
liutianhe,刘天和,,,湖广承宣布政使,portrait_liutianhe.png
liutingyuan,刘廷元,,献之,工部尚书,portrait_liutingyuan.png
liuweiqian,刘惟谦,,,刑部尚书,portrait_liuweiqian.png
liuwenbing,刘文炳,,,新乐伯,portrait_liuwenbing.png
liuxian,刘显,,,江西承宣布政使,portrait_liuxian.png
liuxiao,刘校,,,河南承宣布政使,portrait_liuxiao.png
liuxijian,刘希简,,,经历,portrait_liuxijian.png
liuxizuo,刘熙祚,,,甲子科应天府举人,portrait_liuxizuo.png
liuxu,刘珝,,,太保,portrait_liuxu.png
liuxuan,刘铉,,,兵部主事,portrait_liuxuan.png
liuxun,刘逊,,,户部员外郎,portrait_liuxun.png
liuyijing,刘一燝,,季晦,礼部尚书兼东阁大学士,portrait_liuyijing.png
liuyingjie,刘应节,,,山东承宣布政使,portrait_liuyingjie.png
liuyingqiu,刘应秋,,,弹劾内阁首辅,portrait_liuyingqiu.png
liuyu,刘玉,,,河南承宣布政使,portrait_liuyu.png
liuyuanzhen,刘元珍,,,上疏抨击大学士,portrait_liuyuanzhen.png
liuyuening,刘曰宁,,,礼部右侍郎,portrait_liuyuening.png
liuyuliang,刘宇亮,,季龙,内阁首辅,portrait_liuyuliang.png
liuzeqing,刘泽清,,鹤洲,镇守淮扬等处总兵官,portrait_liuzeqing.png
liuzhao,刘诏,,如纶,兵部尚书兼右副都御史,portrait_liuzhao.png
liuzhao-2,刘昭,,,累进都督,portrait_liuzhao_2.png
liuzhaoji,刘肇基,,,蓟辽总督,portrait_liuzhaoji.png
liuzhibo,刘之勃,,,四川巡按御史,portrait_liuzhibo.png
liuzhifeng,刘之凤,,,累迁刑部尚书,portrait_liuzhifeng.png
liuzhilun,刘之纶,,,朝廷才追赠尚书,portrait_liuzhilun.png
liuzhixuan,刘志选,,可选,南京右佥都御史,portrait_liuzhixuan.png
liuzhong,刘忠,,,山东承宣布政使,portrait_liuzhong.png
liuzhongfu,刘中敷,,,工部员外郎,portrait_liuzhongfu.png
liuzhongzao,刘中藻,,,兵部尚书,portrait_liuzhongzao.png
liuzhongzhi,刘仲质,,,礼部尚书,portrait_liuzhongzhi.png
liuzifu,刘子辅,,,广东按察使,portrait_liuzifu.png
liuzongzhou,刘宗周,,起东，一作启东,都察院左都御史,portrait_liuzongzhou.png
liwanqing,李万庆,,,副总兵,portrait_liwanqing.png
liweihan,李维翰,,思伯,辽东巡抚,portrait_liweihan.png
liwen,李汶,,,兵部尚书,portrait_liwen.png
liwenxiang,李文祥,,,湖广承宣布政使,portrait_liwenxiang.png
liwenyu,李文郁,,,万历丁丑进士,portrait_liwenyu.png
liwenzhong,李文忠,,,曹国公,portrait_liwenzhong.png
lixian,李贤,,原德,内阁首辅,portrait_lixian.png
lixiangsheng,卢象升,,建斗,兵部尚书,portrait_lixiangsheng.png
lixiangzhong,李向中,,,兵部尚书,portrait_lixiangzhong.png
lixianke,李献可,,,除武昌推官,portrait_lixianke.png
lixikong,李希孔,,,累官南京御史,portrait_lixikong.png
lixiyan,李希颜,,,左春坊右赞善,portrait_lixiyan.png
lixuanshi,李选侍,,,选侍,portrait_lixuanshi.png
liyangde,李养德,,涵初,工部尚书,portrait_liyangde.png
liyi,李仪,,,尚书,portrait_liyi.png
liyi-2,李已,,,保定巡抚,portrait_liyi_2.png
liyi-3,李沂,,,吏科给事中,portrait_liyi_3.png
liyi-4,李颐,,,江西承宣布政使,portrait_liyi_4.png
liyingsheng,李应升,,仲达,福建道监察御史,portrait_liyingsheng.png
liyingxiang,李应祥,,,登三甲第一百一十七名进士,portrait_liyingxiang.png
liyou,李佑,,,广东巡抚,portrait_liyou.png
liyu,李裕,,,吏部尚书,portrait_liyu.png
liyuan,李远,,,安平侯,portrait_liyuan.png
liyuanming,李原名,,资善,礼部尚书,portrait_liyuanming.png
liyue,李钺,,虔甫,兵部尚书,portrait_liyue.png
liyunjian,李允简,,,内江县知县,portrait_liyunjian.png
lizengzhi,李增枝,,,前军左都督,portrait_lizengzhi.png
lizhen,李祯,,,湖广巡抚,portrait_lizhen.png
lizhen-2,李震,,,士,portrait_lizhen_2.png
lizhenzuo,李贞佐,,,明军督师,portrait_lizhenzuo.png
lizhi,李贽,,宏甫,思想家,portrait_lizhi.png
lizhi-2,李植,,,江西道御史,portrait_lizhi_2.png
lizhigang,李至刚,,,大学士,portrait_lizhigang.png
lizhizao,李之藻,,,南京工部员外郎,portrait_lizhizao.png
lizhongzheng,李中正,,,兵部主事,portrait_lizhongzheng.png
lizisheng,李孜省,,,御史,portrait_lizisheng.png
longqinggongzhu,隆庆公主,,,隆庆公主,portrait_longqinggongzhu.png
longwenguang,龙文光,,,巡抚,portrait_longwenguang.png
loujian,娄坚,,,诗文家,portrait_loujian.png
louliang,娄谅,,,娄妃,portrait_louliang.png
lubing,陆炳,,,锦衣卫都指挥使,portrait_lubing.png
lucan,陆粲,,,江西永新知县,portrait_lucan.png
luchengqin,卢承钦,,,命御史,portrait_luchengqin.png
ludashou,陆大受,,,御史,portrait_ludashou.png
luduo,鲁铎,,,翰林院编修,portrait_luduo.png
luguangzu,陆光祖,,,吏部尚书,portrait_luguangzu.png
lujian,鲁鉴,,,署都督,portrait_lujian.png
luju,陆聚,,,河南侯,portrait_luju.png
lumenglong,陆梦龙,,,河南左参议,portrait_lumenglong.png
lumingzou,卢明诹,,,户科右给事中,portrait_lumingzou.png
lumu,鲁穆,,,除福建道监察御史,portrait_lumu.png
luodahong,罗大纮,,,御史,portrait_luodahong.png
luofuren,罗复仁,,,大学士,portrait_luofuren.png
luohengxin,罗亨信,,,巡抚,portrait_luohengxin.png
luohongxian,罗洪先,,,诏赠光禄少卿,portrait_luohongxian.png
luojing,罗璟,,,翰林院编修,portrait_luojing.png
luolun,罗伦,,,又因大学士,portrait_luolun.png
luoqi,罗绮,,,左副都御史,portrait_luoqi.png
luoqi-2,罗玘,,,声讨宁王,portrait_luoqi_2.png
luoqiao,罗侨,,,江西承宣布政使,portrait_luoqiao.png
luoqinshun,罗钦顺,,,南京太常寺少卿,portrait_luoqinshun.png
luotong,罗通,,,监察御史,portrait_luotong.png
luowanzao,罗万藻,,,祭酒,portrait_luowanzao.png
luowenli,骆问礼,,,扬州府推官,portrait_luowenli.png
luoyiguan,罗一贯,,,巡抚,portrait_luoyiguan.png
luoyili,罗以礼,,,西安府知府,portrait_luoyili.png
luoyuren,雒于仁,,,赠光禄少卿,portrait_luoyuren.png
luoyuyi,罗喻义,,,湖广承宣布政使,portrait_luoyuyi.png
luqian,卢谦,,,御史,portrait_luqian.png
luqin,鲁钦,,,都督,portrait_luqin.png
luqiong,卢琼,,,江西承宣布政使,portrait_luqiong.png
luquan,陆铨,,,兵部员外郎,portrait_luquan.png
lushanji,鹿善继,,,大理寺卿,portrait_lushanji.png
lushen,陆深,,,编修,portrait_lushen.png
lushidao,陆师道,,,累官尚宝司少卿,portrait_lushidao.png
lushude,陆树德,,,山东巡抚,portrait_lushude.png
lushusheng,陆树声,,,礼部尚书,portrait_lushusheng.png
lutang,卢镗,,子鸣,副总兵,portrait_lutang.png
